Time Step,Time Stamp,Electric Load (kW),PV power (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW)
1497,2017-03-04 08:00:00,6.5,9.3,0,6.5,,0,2.8,,0,0,,,0.7,
1498,2017-03-04 09:00:00,6.5,9.1,0,6.5,,0,2.6,,0,0,,,0.7,
1499,2017-03-04 10:00:00,14.1,9.5,4.6,9.5,,0,0,,0,0,,,0.7,
1500,2017-03-04 11:00:00,14.1,10.4,3.6,10.4,,0,0,,0,0,,,0.7,
1501,2017-03-04 12:00:00,19.1,20.3,0,19.1,,0,1.2,,0,0,,,0.8,
1502,2017-03-04 13:00:00,19.1,12.1,7,12.1,,0,0,,0,0,,,0.8,
1503,2017-03-04 14:00:00,19.1,35.1,0,19.1,,0,15.7,,0,0.3,,,0.9,
1504,2017-03-04 15:00:00,19.1,27.7,0,19.1,,0,8.6,,0,0,,,1,
1505,2017-03-04 16:00:00,19.1,21.1,0,19.1,,0,2,,0,0,,,1,
1506,2017-03-04 17:00:00,14.7,5.7,9,5.7,,0,0,,0,0,,,1,
1507,2017-03-04 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,1,
1508,2017-03-04 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1509,2017-03-04 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1510,2017-03-04 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1511,2017-03-04 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1512,2017-03-04 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1513,2017-03-05 00:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1514,2017-03-05 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1515,2017-03-05 02:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
1516,2017-03-05 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1517,2017-03-05 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1518,2017-03-05 05:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
1519,2017-03-05 06:00:00,7,0,7,0,,0,0,,0,0,,,1,
1520,2017-03-05 07:00:00,9,1.4,7.7,1.4,,0,0,,0,0,,,1,
1521,2017-03-05 08:00:00,16.6,17.6,0,16.6,,0,1,,0,0,,,1,
1522,2017-03-05 09:00:00,26.2,9.2,16.9,9.2,,0,0,,0,0,,,1,
1523,2017-03-05 10:00:00,26.2,3.7,22.4,3.7,,0,0,,0,0,,,1,
1524,2017-03-05 11:00:00,26.2,13,13.2,13,,0,0,,0,0,,,1,
1525,2017-03-05 12:00:00,26.2,18.8,7.4,18.8,,0,0,,0,0,,,1,
1526,2017-03-05 13:00:00,26.2,8.4,17.8,8.4,,0,0,,0,0,,,1,
1527,2017-03-05 14:00:00,26.3,6.2,20.1,6.2,,0,0,,0,0,,,1,
1528,2017-03-05 15:00:00,26.3,2.4,23.9,2.4,,0,0,,0,0,,,1,
1529,2017-03-05 16:00:00,26.2,3.3,22.9,3.3,,0,0,,0,0,,,1,
1530,2017-03-05 17:00:00,26.2,0.2,26,0.2,,0,0,,0,0,,,1,
1531,2017-03-05 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1532,2017-03-05 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1533,2017-03-05 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1534,2017-03-05 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1535,2017-03-05 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1536,2017-03-05 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1537,2017-03-06 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1538,2017-03-06 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1539,2017-03-06 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1540,2017-03-06 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1541,2017-03-06 04:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1542,2017-03-06 05:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1543,2017-03-06 06:00:00,7,0,7,0,,0,0,,0,0,,,1,
1544,2017-03-06 07:00:00,9,0,9,0,,0,0,,0,0,,,1,
1545,2017-03-06 08:00:00,16.6,3.5,13.1,3.5,,0,0,,0,0,,,1,
1546,2017-03-06 09:00:00,26.2,14.6,11.5,14.6,,0,0,,0,0,,,1,
1547,2017-03-06 10:00:00,26.2,0.7,25.4,0.7,,0,0,,0,0,,,1,
1548,2017-03-06 11:00:00,26.2,22.9,3.2,22.9,,0,0,,0,0,,,1,
1549,2017-03-06 12:00:00,26.2,12.3,13.9,12.3,,0,0,,0,0,,,1,
1550,2017-03-06 13:00:00,26.2,2.1,24.1,2.1,,0,0,,0,0,,,1,
1551,2017-03-06 14:00:00,26.2,4,22.2,4,,0,0,,0,0,,,1,
1552,2017-03-06 15:00:00,26.2,7,17.9,7,,1.3,0,,0,0,,,1,
1553,2017-03-06 16:00:00,26.2,9.9,0.5,9.9,,15.7,0,,0,0,,,0.8,
1554,2017-03-06 17:00:00,26.2,0.9,9.5,0.9,,15.7,0,,0,0,,,0.7,
1555,2017-03-06 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.5,
1556,2017-03-06 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.4,
1557,2017-03-06 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.2,
1558,2017-03-06 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.2,
1559,2017-03-06 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1560,2017-03-06 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1561,2017-03-07 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1562,2017-03-07 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1563,2017-03-07 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.2,
1564,2017-03-07 03:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.2,
1565,2017-03-07 04:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.2,
1566,2017-03-07 05:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.2,
1567,2017-03-07 06:00:00,7,0,7,0,,0,0,,0,0,,,0.2,
1568,2017-03-07 07:00:00,9,7.9,1.2,7.9,,0,0,,0,0,,,0.2,
1569,2017-03-07 08:00:00,16.6,24,0,16.6,,0,7.4,,0,0,,,0.3,
1570,2017-03-07 09:00:00,26.2,38.2,0,26.2,,0,12,,0,0,,,0.4,
1571,2017-03-07 10:00:00,26.2,48.2,0,26.2,,0,15.7,,0,6.3,,,0.5,
1572,2017-03-07 11:00:00,26.2,53.7,0,26.2,,0,15.7,,0,11.8,,,0.7,
1573,2017-03-07 12:00:00,26.2,55.1,0,26.2,,0,15.7,,0,13.2,,,0.8,
1574,2017-03-07 13:00:00,26.2,52.5,0,26.2,,0,15.7,,0,10.6,,,0.9,
1575,2017-03-07 14:00:00,26.2,46.3,0,21.8,,4.3,11.4,,0,13.1,,,1,
1576,2017-03-07 15:00:00,26.2,36,0,18.7,,7.4,8.3,,0,9,,,1,
1577,2017-03-07 16:00:00,26.2,21.7,4.4,21.7,,0,0,,0,0,,,1,
1578,2017-03-07 17:00:00,26.2,6.3,7.6,6.3,,12.3,0,,0,0,,,0.9,
1579,2017-03-07 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.7,
1580,2017-03-07 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.6,
1581,2017-03-07 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.4,
1582,2017-03-07 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.4,
1583,2017-03-07 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
1584,2017-03-07 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
1585,2017-03-08 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
1586,2017-03-08 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
1587,2017-03-08 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
1588,2017-03-08 03:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,
1589,2017-03-08 04:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,
1590,2017-03-08 05:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,
1591,2017-03-08 06:00:00,7,0,7,0,,0,0,,0,0,,,0.4,
1592,2017-03-08 07:00:00,9,3,6.1,3,,0,0,,0,0,,,0.4,
1593,2017-03-08 08:00:00,16.6,13.4,0,13.4,,3.1,0,,0,0,,,0.4,
1594,2017-03-08 09:00:00,26.2,22.6,0,22.6,,3.6,0,,0,0,,,0.3,
1595,2017-03-08 10:00:00,26.2,49.3,0,26.2,,0,15.7,,0,7.4,,,0.5,
1596,2017-03-08 11:00:00,26.2,54.3,0,26.2,,0,15.7,,0,12.4,,,0.6,
1597,2017-03-08 12:00:00,26.2,55.8,0,26.2,,0,15.7,,0,13.9,,,0.8,
1598,2017-03-08 13:00:00,26.2,40.6,0,26.2,,0,14.4,,0,0,,,0.9,
1599,2017-03-08 14:00:00,26.2,33.7,0,26.2,,0,7.5,,0,0,,,1,
1600,2017-03-08 15:00:00,26.2,23.8,0,23.8,,2.3,0,,0,0,,,0.9,
1601,2017-03-08 16:00:00,26.2,15.6,0,15.6,,10.6,0,,0,0,,,0.8,
1602,2017-03-08 17:00:00,26.2,6.6,3.8,6.6,,15.7,0,,0,0,,,0.7,
1603,2017-03-08 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.5,
1604,2017-03-08 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.4,
1605,2017-03-08 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.2,
1606,2017-03-08 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.2,
1607,2017-03-08 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1608,2017-03-08 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1609,2017-03-09 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1610,2017-03-09 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1611,2017-03-09 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.2,
1612,2017-03-09 03:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.2,
1613,2017-03-09 04:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.2,
1614,2017-03-09 05:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.2,
1615,2017-03-09 06:00:00,7,0,7,0,,0,0,,0,0,,,0.2,
1616,2017-03-09 07:00:00,9,9,0,9,,0,0,,0,0,,,0.2,
1617,2017-03-09 08:00:00,16.6,25.6,0,16.6,,0,9,,0,0,,,0.3,
1618,2017-03-09 09:00:00,26.2,39.7,0,26.2,,0,13.5,,0,0,,,0.4,
1619,2017-03-09 10:00:00,26.2,49.4,0,26.2,,0,15.7,,0,7.5,,,0.5,
1620,2017-03-09 11:00:00,26.2,54.7,0,26.2,,0,15.7,,0,12.8,,,0.7,
1621,2017-03-09 12:00:00,26.2,56.2,0,26.2,,0,15.7,,0,14.3,,,0.8,
1622,2017-03-09 13:00:00,26.2,53.5,0,26.2,,0,15.7,,0,11.6,,,1,
1623,2017-03-09 14:00:00,26.2,47.5,0,26.2,,0,3.5,,0,17.8,,,1,
1624,2017-03-09 15:00:00,26.2,37.2,0,18.7,,7.4,8.3,,0,10.2,,,1,
1625,2017-03-09 16:00:00,26.2,23,0,23,,3.2,0,,0,0,,,1,
1626,2017-03-09 17:00:00,26.2,6.9,3.5,6.9,,15.7,0,,0,0,,,0.8,
1627,2017-03-09 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.7,
1628,2017-03-09 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.5,
1629,2017-03-09 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.3,
1630,2017-03-09 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.3,
1631,2017-03-09 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.3,
1632,2017-03-09 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.3,
1633,2017-03-10 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.3,
1634,2017-03-10 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.3,
1635,2017-03-10 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.3,
1636,2017-03-10 03:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.3,
1637,2017-03-10 04:00:00,5.6,0,3.8,0,,1.9,0,,0,0,,,0.3,
1638,2017-03-10 05:00:00,5.7,0,0,0,,5.7,0,,0,0,,,0.3,
1639,2017-03-10 06:00:00,6.3,0,0,0,,6.3,0,,0,0,,,0.2,
1640,2017-03-10 07:00:00,6.5,9,0,6.5,,0,2.5,,0,0,,,0.2,
1641,2017-03-10 08:00:00,11.6,24.9,0,11.6,,0,13.3,,0,0,,,0.3,
1642,2017-03-10 09:00:00,19.1,31.6,0,19.1,,0,12.5,,0,0,,,0.5,
1643,2017-03-10 10:00:00,26.2,48,0,26.2,,0,15.7,,0,6.1,,,0.6,
1644,2017-03-10 11:00:00,26.2,52.8,0,26.2,,0,15.7,,0,10.9,,,0.7,
1645,2017-03-10 12:00:00,26.2,53.7,0,26.2,,0,15.7,,0,11.8,,,0.9,
1646,2017-03-10 13:00:00,26.2,51.2,0,26.2,,0,13.5,,0,11.5,,,1,
1647,2017-03-10 14:00:00,26.2,44.9,0,18.7,,7.4,8.3,,0,17.9,,,1,
1648,2017-03-10 15:00:00,26.2,35,0,26.2,,0,0,,0,8.8,,,1,
1649,2017-03-10 16:00:00,26.2,21.5,0,21.5,,4.7,0,,0,0,,,1,
1650,2017-03-10 17:00:00,26.2,6.6,3.9,6.6,,15.7,0,,0,0,,,0.8,
1651,2017-03-10 18:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.6,
1652,2017-03-10 19:00:00,15.4,0,0,0,,15.4,0,,0,0,,,0.5,
1653,2017-03-10 20:00:00,15.4,0,0,0,,15.4,0,,0,0,,,0.3,
1654,2017-03-10 21:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.3,
1655,2017-03-10 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.3,
1656,2017-03-10 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.3,
1657,2017-03-11 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.3,
1658,2017-03-11 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.3,
1659,2017-03-11 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.3,
1660,2017-03-11 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.3,
1661,2017-03-11 04:00:00,5.5,0,1.1,0,,4.4,0,,0,0,,,0.3,
1662,2017-03-11 05:00:00,5.5,0,0,0,,5.5,0,,0,0,,,0.2,
1663,2017-03-11 06:00:00,3.1,0,0,0,,3.1,0,,0,0,,,0.2,
1664,2017-03-11 07:00:00,6.5,8.6,0,6.5,,0,2.1,,0,0,,,0.2,
1665,2017-03-11 08:00:00,6.5,23.9,0,6.5,,0,15.7,,0,1.7,,,0.4,
1666,2017-03-11 09:00:00,14.1,37.4,0,14.1,,0,15.7,,0,7.6,,,0.5,
1667,2017-03-11 10:00:00,14.1,40.1,0,14.1,,0,15.7,,0,10.3,,,0.6,
1668,2017-03-11 11:00:00,19.1,43.1,0,19.1,,0,15.7,,0,8.3,,,0.8,
1669,2017-03-11 12:00:00,19.1,53.2,0,19.1,,0,15.7,,0,18.4,,,0.9,
1670,2017-03-11 13:00:00,19.1,50.8,0,19.1,,0,8.3,,0,23.4,,,1,
1671,2017-03-11 14:00:00,19.1,26.5,0,11.7,,7.4,8.3,,0,6.5,,,1,
1672,2017-03-11 15:00:00,19.1,21.1,0,11.7,,7.4,8.3,,0,1.1,,,1,
1673,2017-03-11 16:00:00,14.1,4.5,9.6,4.5,,0,0,,0,0,,,1,
1674,2017-03-11 17:00:00,9,2.4,6.6,2.4,,0,0,,0,0,,,1,
1675,2017-03-11 18:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1676,2017-03-11 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1677,2017-03-11 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1678,2017-03-11 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1679,2017-03-11 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1680,2017-03-11 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1681,2017-03-12 00:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1682,2017-03-12 01:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
1683,2017-03-12 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1684,2017-03-12 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1685,2017-03-12 04:00:00,6,0,0.8,0,,5.2,0,,0,0,,,0.9,
1686,2017-03-12 05:00:00,8.9,0,0,0,,8.9,0,,0,0,,,0.9,
1687,2017-03-12 06:00:00,10.3,0,0,0,,10.3,0,,0,0,,,0.8,
1688,2017-03-12 07:00:00,16.6,9.1,0,9.1,,7.5,0,,0,0,,,0.7,
1689,2017-03-12 08:00:00,26.2,14.4,0,14.4,,11.7,0,,0,0,,,0.6,
1690,2017-03-12 09:00:00,26.2,17.2,0,17.2,,9,0,,0,0,,,0.5,
1691,2017-03-12 10:00:00,26.2,38,0,26.2,,0,11.8,,0,0,,,0.6,
1692,2017-03-12 11:00:00,26.2,44.4,0,26.2,,0,15.7,,0,2.5,,,0.7,
1693,2017-03-12 12:00:00,26.2,45.9,0,26.2,,0,15.7,,0,4,,,0.9,
1694,2017-03-12 13:00:00,26.2,30.3,0,26.2,,0,4.1,,0,0,,,0.9,
1695,2017-03-12 14:00:00,26.2,33.5,0,26.2,,0,7.3,,0,0,,,1,
1696,2017-03-12 15:00:00,26.2,30.3,0,26.2,,0,4.1,,0,0,,,1,
1697,2017-03-12 16:00:00,26.2,17.3,8.9,17.3,,0,0,,0,0,,,1,
1698,2017-03-12 17:00:00,19.1,5.5,13.6,5.5,,0,0,,0,0,,,1,
1699,2017-03-12 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1700,2017-03-12 19:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1701,2017-03-12 20:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1702,2017-03-12 21:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1703,2017-03-12 22:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
1704,2017-03-12 23:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1705,2017-03-13 00:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1706,2017-03-13 01:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1707,2017-03-13 02:00:00,6,0,6,0,,0,0,,0,0,,,1,
1708,2017-03-13 03:00:00,6,0,0.9,0,,5.1,0,,0,0,,,0.9,
1709,2017-03-13 04:00:00,6.1,0,0,0,,6.1,0,,0,0,,,0.9,
1710,2017-03-13 05:00:00,8.9,0,0,0,,8.9,0,,0,0,,,0.8,
1711,2017-03-13 06:00:00,10.3,0,0,0,,10.3,0,,0,0,,,0.7,
1712,2017-03-13 07:00:00,16.6,0.3,0.5,0.3,,15.7,0,,0,0,,,0.5,
1713,2017-03-13 08:00:00,26.2,11,0,11,,15.2,0,,0,0,,,0.4,
1714,2017-03-13 09:00:00,26.2,24.1,0,24.1,,2,0,,0,0,,,0.4,
1715,2017-03-13 10:00:00,26.2,36.4,0,26.2,,0,10.2,,0,0,,,0.5,
1716,2017-03-13 11:00:00,26.2,53.1,0,26.2,,0,15.7,,0,11.2,,,0.6,
1717,2017-03-13 12:00:00,26.2,54,0,26.2,,0,15.7,,0,12.1,,,0.7,
1718,2017-03-13 13:00:00,26.2,51.5,0,26.2,,0,15.7,,0,9.6,,,0.9,
1719,2017-03-13 14:00:00,26.2,32.1,0,26.2,,0,5.9,,0,0,,,0.9,
1720,2017-03-13 15:00:00,26.2,33.4,0,26.2,,0,7.2,,0,0,,,1,
1721,2017-03-13 16:00:00,26.2,17.6,8.6,17.6,,0,0,,0,0,,,1,
1722,2017-03-13 17:00:00,19.1,7.1,12.1,7.1,,0,0,,0,0,,,1,
1723,2017-03-13 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1724,2017-03-13 19:00:00,20.4,0,13.6,0,,6.8,0,,0,0,,,0.9,
1725,2017-03-13 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.8,
1726,2017-03-13 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.8,
1727,2017-03-13 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.8,
1728,2017-03-13 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.8,
1729,2017-03-14 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.8,
1730,2017-03-14 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.8,
1731,2017-03-14 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.8,
1732,2017-03-14 03:00:00,6,0,6,0,,0,0,,0,0,,,0.8,
1733,2017-03-14 04:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.8,
1734,2017-03-14 05:00:00,8.9,0,8.9,0,,0,0,,0,0,,,0.8,
1735,2017-03-14 06:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.8,
1736,2017-03-14 07:00:00,16.6,1.6,15,1.6,,0,0,,0,0,,,0.8,
1737,2017-03-14 08:00:00,26.2,12.1,0,12.1,,14.1,0,,0,0,,,0.7,
1738,2017-03-14 09:00:00,26.2,21.3,0,21.3,,4.8,0,,0,0,,,0.6,
1739,2017-03-14 10:00:00,26.2,28.5,0,26.2,,0,2.3,,0,0,,,0.7,
1740,2017-03-14 11:00:00,26.2,29,0,26.2,,0,2.8,,0,0,,,0.7,
1741,2017-03-14 12:00:00,26.2,37.6,0,26.2,,0,11.4,,0,0,,,0.8,
1742,2017-03-14 13:00:00,26.2,27.9,0,26.2,,0,1.7,,0,0,,,0.8,
1743,2017-03-14 14:00:00,26.2,28.2,0,26.2,,0,2,,0,0,,,0.8,
1744,2017-03-14 15:00:00,26.2,30,0,26.2,,0,3.8,,0,0,,,0.9,
1745,2017-03-14 16:00:00,26.2,14.5,0,14.5,,11.7,0,,0,0,,,0.7,
1746,2017-03-14 17:00:00,19.1,7.2,0,7.2,,11.9,0,,0,0,,,0.6,
1747,2017-03-14 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.5,
1748,2017-03-14 19:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.3,
1749,2017-03-14 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.2,
1750,2017-03-14 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1751,2017-03-14 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1752,2017-03-14 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1753,2017-03-15 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
1754,2017-03-15 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.2,
1755,2017-03-15 02:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.2,
1756,2017-03-15 03:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.2,
1757,2017-03-15 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.2,
1758,2017-03-15 05:00:00,8.9,0,8.9,0,,0,0,,0,0,,,0.2,
1759,2017-03-15 06:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.2,
1760,2017-03-15 07:00:00,16.6,9.6,7,9.6,,0,0,,0,0,,,0.2,
1761,2017-03-15 08:00:00,26.2,24.1,0,24.1,,2.1,0,,0,0,,,0.2,
1762,2017-03-15 09:00:00,26.2,37,0,26.2,,0,10.8,,0,0,,,0.3,
1763,2017-03-15 10:00:00,26.2,46.7,0,26.2,,0,15.7,,0,4.8,,,0.4,
1764,2017-03-15 11:00:00,26.2,51.8,0,26.2,,0,15.7,,0,9.9,,,0.6,
1765,2017-03-15 12:00:00,26.2,46.9,0,26.2,,0,15.7,,0,5,,,0.7,
1766,2017-03-15 13:00:00,26.2,44.9,0,26.2,,0,15.7,,0,3,,,0.9,
1767,2017-03-15 14:00:00,26.2,45.5,0,25.9,,0.3,15.5,,0,4.1,,,1,
1768,2017-03-15 15:00:00,26.2,30.8,0,18.7,,7.4,8.3,,0,3.8,,,1,
1769,2017-03-15 16:00:00,26.2,9,17.2,9,,0,0,,0,0,,,1,
1770,2017-03-15 17:00:00,19.1,1.5,17.6,1.5,,0,0,,0,0,,,1,
1771,2017-03-15 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1772,2017-03-15 19:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1773,2017-03-15 20:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1774,2017-03-15 21:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1775,2017-03-15 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1776,2017-03-15 23:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1777,2017-03-16 00:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
1778,2017-03-16 01:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1779,2017-03-16 02:00:00,6,0,6,0,,0,0,,0,0,,,1,
1780,2017-03-16 03:00:00,6,0,6,0,,0,0,,0,0,,,1,
1781,2017-03-16 04:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
1782,2017-03-16 05:00:00,8.9,0,8.9,0,,0,0,,0,0,,,1,
1783,2017-03-16 06:00:00,10.3,0,10.3,0,,0,0,,0,0,,,1,
1784,2017-03-16 07:00:00,16.6,1.1,15.5,1.1,,0,0,,0,0,,,1,
1785,2017-03-16 08:00:00,26.2,3.7,18.4,3.7,,4.1,0,,0,0,,,1,
1786,2017-03-16 09:00:00,26.2,16.6,0,16.6,,9.6,0,,0,0,,,0.9,
1787,2017-03-16 10:00:00,26.2,13,0,13,,13.1,0,,0,0,,,0.7,
1788,2017-03-16 11:00:00,26.2,22.1,0,22.1,,4.1,0,,0,0,,,0.7,
1789,2017-03-16 12:00:00,26.2,43.4,0,26.2,,0,15.7,,0,1.5,,,0.8,
1790,2017-03-16 13:00:00,26.2,29.2,0,26.2,,0,3,,0,0,,,0.9,
1791,2017-03-16 14:00:00,26.2,47.1,0,26.2,,0,15.7,,0,5.2,,,1,
1792,2017-03-16 15:00:00,26.2,13.3,5.2,13.3,,7.7,0,,0,0,,,0.9,
1793,2017-03-16 16:00:00,26.2,7.7,2.7,7.7,,15.7,0,,0,0,,,0.8,
1794,2017-03-16 17:00:00,19.1,2.5,0.9,2.5,,15.7,0,,0,0,,,0.6,
1795,2017-03-16 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.5,
