Time Step,Time Stamp,Electric Load (kW),PV total (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW),PV total (kW)
1064,2017-02-14 07:00:00,9,0.1,8.9,0.1,,0,0,,0,0,,,1,,0.1
1065,2017-02-14 08:00:00,16.6,3.4,13.2,3.4,,0,0,,0,0,,,1,,3.4
1066,2017-02-14 09:00:00,26.2,15.1,11,15.1,,0,0,,0,0,,,1,,15.1
1067,2017-02-14 10:00:00,26.2,18.8,7.3,18.8,,0,0,,0,0,,,1,,18.8
1068,2017-02-14 11:00:00,26.2,19.8,6.4,19.8,,0,0,,0,0,,,1,,19.8
1069,2017-02-14 12:00:00,26.2,25.6,0.6,25.6,,0,0,,0,0,,,1,,25.6
1070,2017-02-14 13:00:00,26.5,12.6,14,12.6,,0,0,,0,0,,,1,,12.6
1071,2017-02-14 14:00:00,27.4,7.3,20.1,7.3,,0,0,,0,0,,,1,,7.3
1072,2017-02-14 15:00:00,28.3,6.4,22,6.4,,0,0,,0,0,,,1,,6.4
1073,2017-02-14 16:00:00,28.4,4.1,24.2,4.1,,0,0,,0,0,,,1,,4.1
1074,2017-02-14 17:00:00,28.5,1.4,22.3,1.4,,4.8,0,,0,0,,,0.9,,1.4
1075,2017-02-14 18:00:00,23,0,15.3,0,,7.8,0,,0,0,,,0.7,,0
1076,2017-02-14 19:00:00,22.9,0,15.1,0,,7.8,0,,0,0,,,0.4,,0
1077,2017-02-14 20:00:00,20.4,0,12.6,0,,7.8,0,,0,0,,,0.2,,0
1078,2017-02-14 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.2,,0
1079,2017-02-14 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1080,2017-02-14 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1081,2017-02-15 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1082,2017-02-15 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1083,2017-02-15 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1084,2017-02-15 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1085,2017-02-15 04:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1086,2017-02-15 05:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1087,2017-02-15 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,0.2,,0
1088,2017-02-15 07:00:00,9,2.7,6.4,2.7,,0,0,,0,0,,,0.2,,2.7
1089,2017-02-15 08:00:00,16.6,15.9,0,15.9,,0.7,0,,0,0,,,0.2,,15.9
1090,2017-02-15 09:00:00,26.2,29.6,0,26.2,,0,3.4,,0,0,,,0.3,,29.6
1091,2017-02-15 10:00:00,26.2,39,0,26.2,,0,7.8,,0,5,,,0.5,,39
1092,2017-02-15 11:00:00,26.2,44.4,0,26.2,,0,7.8,,0,10.4,,,0.7,,44.4
1093,2017-02-15 12:00:00,26.2,46.1,0,26.2,,0,7.8,,0,12.1,,,0.9,,46.1
1094,2017-02-15 13:00:00,26.2,43.8,0,25,,1.1,6.7,,0,12.1,,,1,,43.8
1095,2017-02-15 14:00:00,26.2,38,0,26.2,,0,0,,0,11.8,,,1,,38
1096,2017-02-15 15:00:00,26.3,28.3,0,22.6,,3.7,4.1,,0,1.6,,,1,,28.3
1097,2017-02-15 16:00:00,26.3,15.2,11.1,15.2,,0,0,,0,0,,,1,,15.2
1098,2017-02-15 17:00:00,27.4,2.5,24.9,2.5,,0,0,,0,0,,,1,,2.5
1099,2017-02-15 18:00:00,22.9,0,18.5,0,,4.5,0,,0,0,,,0.9,,0
1100,2017-02-15 19:00:00,22.9,0,15.1,0,,7.8,0,,0,0,,,0.7,,0
1101,2017-02-15 20:00:00,20.4,0,12.6,0,,7.8,0,,0,0,,,0.4,,0
1102,2017-02-15 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.4,,0
1103,2017-02-15 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,,0
1104,2017-02-15 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,,0
1105,2017-02-16 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,,0
1106,2017-02-16 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,,0
1107,2017-02-16 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,,0
1108,2017-02-16 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.4,,0
1109,2017-02-16 04:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.4,,0
1110,2017-02-16 05:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.4,,0
1111,2017-02-16 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,0.4,,0
1112,2017-02-16 07:00:00,9,2.5,6.5,2.5,,0,0,,0,0,,,0.4,,2.5
1113,2017-02-16 08:00:00,16.6,15.2,0,15.2,,1.3,0,,0,0,,,0.4,,15.2
1114,2017-02-16 09:00:00,26.2,28.3,0,26.2,,0,2.1,,0,0,,,0.5,,28.3
1115,2017-02-16 10:00:00,26.2,37.1,0,26.2,,0,7.8,,0,3.1,,,0.7,,37.1
1116,2017-02-16 11:00:00,26.2,30.9,0,26.2,,0,4.7,,0,0,,,0.8,,30.9
1117,2017-02-16 12:00:00,26.2,27.6,0,26.2,,0,1.4,,0,0,,,0.8,,27.6
1118,2017-02-16 13:00:00,26.2,41.6,0,26.2,,0,7.8,,0,7.6,,,1,,41.6
1119,2017-02-16 14:00:00,26.2,23.1,3,23.1,,0,0,,0,0,,,1,,23.1
1120,2017-02-16 15:00:00,26.2,19.2,6.9,19.2,,0,0,,0,0,,,1,,19.2
1121,2017-02-16 16:00:00,26.2,3.5,22.7,3.5,,0,0,,0,0,,,1,,3.5
1122,2017-02-16 17:00:00,27.4,1.6,25.9,1.6,,0,0,,0,0,,,1,,1.6
1123,2017-02-16 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,,0
1124,2017-02-16 19:00:00,22.9,0,21.4,0,,1.5,0,,0,0,,,1,,0
1125,2017-02-16 20:00:00,20.4,0,12.6,0,,7.8,0,,0,0,,,0.7,,0
1126,2017-02-16 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.7,,0
1127,2017-02-16 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.7,,0
1128,2017-02-16 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.7,,0
1129,2017-02-17 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.7,,0
1130,2017-02-17 01:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.7,,0
1131,2017-02-17 02:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.7,,0
1132,2017-02-17 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.7,,0
1133,2017-02-17 04:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.7,,0
1134,2017-02-17 05:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.7,,0
1135,2017-02-17 06:00:00,8.2,0,8.2,0,,0,0,,0,0,,,0.7,,0
1136,2017-02-17 07:00:00,6.5,2.3,4.3,2.3,,0,0,,0,0,,,0.7,,2.3
1137,2017-02-17 08:00:00,11.6,14.3,0,11.6,,0,2.7,,0,0,,,0.8,,14.3
1138,2017-02-17 09:00:00,19.1,26.7,0,19.1,,0,7.6,,0,0,,,1,,26.7
1139,2017-02-17 10:00:00,26.2,13,13.2,13,,0,0,,0,0,,,1,,13
1140,2017-02-17 11:00:00,26.2,21.2,5,21.2,,0,0,,0,0,,,1,,21.2
1141,2017-02-17 12:00:00,26.2,15.4,10.8,15.4,,0,0,,0,0,,,1,,15.4
1142,2017-02-17 13:00:00,26.2,11.7,14.4,11.7,,0,0,,0,0,,,1,,11.7
1143,2017-02-17 14:00:00,26.2,9.9,16.3,9.9,,0,0,,0,0,,,1,,9.9
1144,2017-02-17 15:00:00,26.2,3.5,22.7,3.5,,0,0,,0,0,,,1,,3.5
1145,2017-02-17 16:00:00,26.2,0,26.1,0,,0,0,,0,0,,,1,,0
1146,2017-02-17 17:00:00,27.4,0,21.9,0,,5.5,0,,0,0,,,0.8,,0
1147,2017-02-17 18:00:00,20.4,0,12.6,0,,7.8,0,,0,0,,,0.6,,0
1148,2017-02-17 19:00:00,15.4,0,7.6,0,,7.8,0,,0,0,,,0.4,,0
1149,2017-02-17 20:00:00,15.4,0,7.6,0,,7.8,0,,0,0,,,0.2,,0
1150,2017-02-17 21:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.2,,0
1151,2017-02-17 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
1152,2017-02-17 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
1153,2017-02-18 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1154,2017-02-18 01:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.2,,0
1155,2017-02-18 02:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.2,,0
1156,2017-02-18 03:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.2,,0
1157,2017-02-18 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.2,,0
1158,2017-02-18 05:00:00,6,0,6,0,,0,0,,0,0,,,0.2,,0
1159,2017-02-18 06:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1160,2017-02-18 07:00:00,2.2,2.6,0,2.2,,0,0.4,,0,0,,,0.2,,2.6
1161,2017-02-18 08:00:00,6.5,15.4,0,6.5,,0,7.8,,0,1.1,,,0.4,,15.4
1162,2017-02-18 09:00:00,6.5,28.6,0,6.5,,0,7.8,,0,14.3,,,0.6,,28.6
1163,2017-02-18 10:00:00,14.1,38.2,0,14.1,,0,7.8,,0,16.3,,,0.8,,38.2
1164,2017-02-18 11:00:00,14.1,24.5,0,14.1,,0,7.8,,0,2.6,,,1,,24.5
1165,2017-02-18 12:00:00,19.1,39.2,0,19.1,,0,0.6,,0,19.5,,,1,,39.2
1166,2017-02-18 13:00:00,19.1,35.4,0,19.1,,0,0,,0,16.3,,,1,,35.4
1167,2017-02-18 14:00:00,19.1,29.6,0,15.4,,3.7,4.1,,0,10.1,,,1,,29.6
1168,2017-02-18 15:00:00,19.1,22.1,0,19.1,,0,0,,0,3,,,1,,22.1
1169,2017-02-18 16:00:00,19.1,15.5,3.6,15.5,,0,0,,0,0,,,1,,15.5
1170,2017-02-18 17:00:00,15.3,2.7,12.7,2.7,,0,0,,0,0,,,1,,2.7
1171,2017-02-18 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,1,,0
1172,2017-02-18 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1173,2017-02-18 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1174,2017-02-18 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1175,2017-02-18 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1176,2017-02-18 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1177,2017-02-19 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,,0
1178,2017-02-19 01:00:00,5.7,0,5.3,0,,0.4,0,,0,0,,,1,,0
1179,2017-02-19 02:00:00,5.7,0,0,0,,5.7,0,,0,0,,,0.8,,0
1180,2017-02-19 03:00:00,5.8,0,0,0,,5.8,0,,0,0,,,0.7,,0
1181,2017-02-19 04:00:00,5.8,0,0,0,,5.8,0,,0,0,,,0.5,,0
1182,2017-02-19 05:00:00,5.9,0,0,0,,5.9,0,,0,0,,,0.3,,0
1183,2017-02-19 06:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.2,,0
1184,2017-02-19 07:00:00,2.1,3.1,0,2.1,,0,1,,0,0,,,0.2,,3.1
1185,2017-02-19 08:00:00,6.5,16.2,0,6.5,,0,7.8,,0,1.9,,,0.4,,16.2
1186,2017-02-19 09:00:00,6.5,29.5,0,6.5,,0,7.8,,0,15.2,,,0.6,,29.5
1187,2017-02-19 10:00:00,14.1,39.2,0,14.1,,0,7.8,,0,17.3,,,0.8,,39.2
1188,2017-02-19 11:00:00,14.1,44.5,0,14.1,,0,7.8,,0,22.6,,,1,,44.5
1189,2017-02-19 12:00:00,19.1,45.7,0,15.4,,3.7,4.1,,0,26.2,,,1,,45.7
1190,2017-02-19 13:00:00,19.1,43.4,0,15.4,,3.7,4.1,,0,23.9,,,1,,43.4
1191,2017-02-19 14:00:00,19.1,34.4,0,15.4,,3.7,4.1,,0,14.9,,,1,,34.4
1192,2017-02-19 15:00:00,19.1,22.7,0,19.1,,0,0,,0,3.6,,,1,,22.7
1193,2017-02-19 16:00:00,19.1,11.7,7.5,11.7,,0,0,,0,0,,,1,,11.7
1194,2017-02-19 17:00:00,15.3,0,15.3,0,,0,0,,0,0,,,1,,0
1195,2017-02-19 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,1,,0
1196,2017-02-19 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1197,2017-02-19 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1198,2017-02-19 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1199,2017-02-19 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1200,2017-02-19 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1201,2017-02-20 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
1202,2017-02-20 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
1203,2017-02-20 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1204,2017-02-20 03:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1205,2017-02-20 04:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1206,2017-02-20 05:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,,0
1207,2017-02-20 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,1,,0
1208,2017-02-20 07:00:00,9,0.2,8.9,0.2,,0,0,,0,0,,,1,,0.2
1209,2017-02-20 08:00:00,16.6,6.2,10.3,6.2,,0,0,,0,0,,,1,,6.2
1210,2017-02-20 09:00:00,26.2,1.8,24.3,1.8,,0,0,,0,0,,,1,,1.8
1211,2017-02-20 10:00:00,26.2,9.8,16.4,9.8,,0,0,,0,0,,,1,,9.8
1212,2017-02-20 11:00:00,26.2,12.9,13.3,12.9,,0,0,,0,0,,,1,,12.9
1213,2017-02-20 12:00:00,26.2,16.8,9.4,16.8,,0,0,,0,0,,,1,,16.8
1214,2017-02-20 13:00:00,26.2,18.4,7.8,18.4,,0,0,,0,0,,,1,,18.4
1215,2017-02-20 14:00:00,26.2,5.1,21.1,5.1,,0,0,,0,0,,,1,,5.1
1216,2017-02-20 15:00:00,26.2,6.2,20,6.2,,0,0,,0,0,,,1,,6.2
1217,2017-02-20 16:00:00,26.2,0.5,25.6,0.5,,0,0,,0,0,,,1,,0.5
1218,2017-02-20 17:00:00,27.4,0,27.4,0,,0,0,,0,0,,,1,,0
1219,2017-02-20 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,,0
1220,2017-02-20 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,,0
1221,2017-02-20 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,,0
1222,2017-02-20 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,,0
1223,2017-02-20 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
1224,2017-02-20 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1225,2017-02-21 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1226,2017-02-21 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1227,2017-02-21 02:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,,0
1228,2017-02-21 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,,0
1229,2017-02-21 04:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,,0
1230,2017-02-21 05:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,,0
1231,2017-02-21 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,1,,0
1232,2017-02-21 07:00:00,9,1.3,7.8,1.3,,0,0,,0,0,,,1,,1.3
1233,2017-02-21 08:00:00,16.6,5.9,10.7,5.9,,0,0,,0,0,,,1,,5.9
1234,2017-02-21 09:00:00,26.2,18.1,7,18.1,,1.1,0,,0,0,,,1,,18.1
1235,2017-02-21 10:00:00,26.2,27.4,0,26.2,,0,1.2,,0,0,,,1,,27.4
1236,2017-02-21 11:00:00,26.2,24.4,0.3,24.4,,1.5,0,,0,0,,,1,,24.4
1237,2017-02-21 12:00:00,26.2,27.8,0,26.2,,0,1.6,,0,0,,,1,,27.8
1238,2017-02-21 13:00:00,26.2,19.2,6.9,19.2,,0,0,,0,0,,,1,,19.2
1239,2017-02-21 14:00:00,26.2,14.2,12,14.2,,0,0,,0,0,,,1,,14.2
1240,2017-02-21 15:00:00,26.2,14.1,12.1,14.1,,0,0,,0,0,,,1,,14.1
1241,2017-02-21 16:00:00,26.2,13.4,12.8,13.4,,0,0,,0,0,,,1,,13.4
1242,2017-02-21 17:00:00,27.4,0.6,26.8,0.6,,0,0,,0,0,,,1,,0.6
1243,2017-02-21 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,,0
1244,2017-02-21 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,,0
1245,2017-02-21 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,,0
1246,2017-02-21 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,,0
1247,2017-02-21 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1248,2017-02-21 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1249,2017-02-22 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,,0
1250,2017-02-22 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,,0
1251,2017-02-22 02:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,,0
1252,2017-02-22 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,,0
1253,2017-02-22 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,,0
1254,2017-02-22 05:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,,0
1255,2017-02-22 06:00:00,7.7,0,7.7,0,,0,0,,0,0,,,1,,0
1256,2017-02-22 07:00:00,9,2.7,6.3,2.7,,0,0,,0,0,,,1,,2.7
1257,2017-02-22 08:00:00,16.6,3.3,13.3,3.3,,0,0,,0,0,,,1,,3.3
1258,2017-02-22 09:00:00,26.2,24.4,1.7,24.4,,0,0,,0,0,,,1,,24.4
1259,2017-02-22 10:00:00,26.2,19.4,6.8,19.4,,0,0,,0,0,,,1,,19.4
1260,2017-02-22 11:00:00,26.2,10.7,15.4,10.7,,0,0,,0,0,,,1,,10.7
1261,2017-02-22 12:00:00,26.2,10.4,15.8,10.4,,0,0,,0,0,,,1,,10.4
1262,2017-02-22 13:00:00,26.2,3.6,22.6,3.6,,0,0,,0,0,,,1,,3.6
1263,2017-02-22 14:00:00,26.2,6,20.1,6,,0,0,,0,0,,,1,,6
1264,2017-02-22 15:00:00,26.2,4.8,21.4,4.8,,0,0,,0,0,,,1,,4.8
1265,2017-02-22 16:00:00,26.2,1.7,24.5,1.7,,0,0,,0,0,,,1,,1.7
1266,2017-02-22 17:00:00,26.8,0.4,26.4,0.4,,0,0,,0,0,,,1,,0.4
1267,2017-02-22 18:00:00,22.9,0,17.4,0,,5.5,0,,0,0,,,0.8,,0
1268,2017-02-22 19:00:00,22.9,0,15.1,0,,7.8,0,,0,0,,,0.6,,0
1269,2017-02-22 20:00:00,20.4,0,12.6,0,,7.8,0,,0,0,,,0.4,,0
1270,2017-02-22 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.4,,0
1271,2017-02-22 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,,0
1272,2017-02-22 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,,0
1273,2017-02-23 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.4,,0
1274,2017-02-23 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.4,,0
1275,2017-02-23 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.4,,0
1276,2017-02-23 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.4,,0
1277,2017-02-23 04:00:00,6,0,6,0,,0,0,,0,0,,,0.4,,0
1278,2017-02-23 05:00:00,6,0,6,0,,0,0,,0,0,,,0.4,,0
1279,2017-02-23 06:00:00,7.7,0,7.7,0,,0,0,,0,0,,,0.4,,0
1280,2017-02-23 07:00:00,9,4.1,4.9,4.1,,0,0,,0,0,,,0.4,,4.1
1281,2017-02-23 08:00:00,16.6,8.3,0.5,8.3,,7.8,0,,0,0,,,0.2,,8.3
1282,2017-02-23 09:00:00,26.2,31.2,0,26.2,,0,5,,0,0,,,0.3,,31.2
1283,2017-02-23 10:00:00,26.2,40.1,0,26.2,,0,7.8,,0,6.1,,,0.5,,40.1
1284,2017-02-23 11:00:00,26.2,45.3,0,26.2,,0,7.8,,0,11.3,,,0.7,,45.3
1285,2017-02-23 12:00:00,26.2,46.7,0,26.2,,0,7.8,,0,12.7,,,0.9,,46.7
1286,2017-02-23 13:00:00,26.2,44.5,0,26.2,,0,3.7,,0,14.6,,,1,,44.5
1287,2017-02-23 14:00:00,26.2,38.9,0,26.2,,0,0,,0,12.7,,,1,,38.9
1288,2017-02-23 15:00:00,26.2,29.7,0,26.2,,0,0,,0,3.5,,,1,,29.7
1289,2017-02-23 16:00:00,26.2,16.8,9.3,16.8,,0,0,,0,0,,,1,,16.8
1290,2017-02-23 17:00:00,26.8,3.8,17.5,3.8,,5.5,0,,0,0,,,0.8,,3.8
1291,2017-02-23 18:00:00,22.9,0,15.1,0,,7.8,0,,0,0,,,0.6,,0
1292,2017-02-23 19:00:00,22.9,0,15.1,0,,7.8,0,,0,0,,,0.4,,0
1293,2017-02-23 20:00:00,20.4,0,12.6,0,,7.8,0,,0,0,,,0.2,,0
1294,2017-02-23 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.2,,0
1295,2017-02-23 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.2,,0
1296,2017-02-23 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.2,,0
1297,2017-02-24 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.2,,0
1298,2017-02-24 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.2,,0
1299,2017-02-24 02:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.2,,0
1300,2017-02-24 03:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.2,,0
1301,2017-02-24 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.2,,0
1302,2017-02-24 05:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.2,,0
1303,2017-02-24 06:00:00,7.5,0,7.5,0,,0,0,,0,0,,,0.2,,0
1304,2017-02-24 07:00:00,6.5,4.1,2.4,4.1,,0,0,,0,0,,,0.2,,4.1
1305,2017-02-24 08:00:00,11.6,18,0,11.6,,0,6.4,,0,0,,,0.4,,18
1306,2017-02-24 09:00:00,19.1,30.9,0,19.1,,0,7.8,,0,4,,,0.6,,30.9
1307,2017-02-24 10:00:00,26.2,40.2,0,26.2,,0,7.8,,0,6.2,,,0.7,,40.2
1308,2017-02-24 11:00:00,26.2,45.3,0,26.2,,0,7.8,,0,11.3,,,0.9,,45.3
1309,2017-02-24 12:00:00,26.2,47,0,26.2,,0,2.4,,0,18.4,,,1,,47
1310,2017-02-24 13:00:00,26.2,45,0,26.2,,0,0,,0,18.8,,,1,,45
1311,2017-02-24 14:00:00,26.2,39,0,26.2,,0,0,,0,12.8,,,1,,39
1312,2017-02-24 15:00:00,26.2,29.4,0,26.2,,0,0,,0,3.2,,,1,,29.4
1313,2017-02-24 16:00:00,26.2,16.6,9.5,16.6,,0,0,,0,0,,,1,,16.6
1314,2017-02-24 17:00:00,26.8,3.6,17.6,3.6,,5.5,0,,0,0,,,0.8,,3.6
1315,2017-02-24 18:00:00,20.4,0,12.6,0,,7.8,0,,0,0,,,0.6,,0
1316,2017-02-24 19:00:00,15.4,0,7.6,0,,7.8,0,,0,0,,,0.4,,0
1317,2017-02-24 20:00:00,15.4,0,7.6,0,,7.8,0,,0,0,,,0.2,,0
1318,2017-02-24 21:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.2,,0
1319,2017-02-24 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
1320,2017-02-24 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
1321,2017-02-25 00:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.2,,0
1322,2017-02-25 01:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.2,,0
1323,2017-02-25 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.2,,0
1324,2017-02-25 03:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.2,,0
1325,2017-02-25 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.2,,0
1326,2017-02-25 05:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.2,,0
1327,2017-02-25 06:00:00,4.8,0,4.8,0,,0,0,,0,0,,,0.2,,0
1328,2017-02-25 07:00:00,2.1,3.9,0,2.1,,0,1.8,,0,0,,,0.2,,3.9
1329,2017-02-25 08:00:00,6.5,4.5,2,4.5,,0,0,,0,0,,,0.2,,4.5
1330,2017-02-25 09:00:00,6.5,5.8,0.7,5.8,,0,0,,0,0,,,0.2,,5.8
1331,2017-02-25 10:00:00,14.1,29.3,0,14.1,,0,7.8,,0,7.4,,,0.4,,29.3
1332,2017-02-25 11:00:00,14.1,3,3.3,3,,7.8,0,,0,0,,,0.2,,3
1333,2017-02-25 12:00:00,19.1,34.5,0,19.1,,0,7.8,,0,7.6,,,0.4,,34.5
1334,2017-02-25 13:00:00,19.1,35.2,0,19.1,,0,7.8,,0,8.3,,,0.6,,35.2
1335,2017-02-25 14:00:00,19.1,41,0,19.1,,0,7.8,,0,14.1,,,0.8,,41
1336,2017-02-25 15:00:00,19.1,31,0,19.1,,0,7.8,,0,4.1,,,1,,31
1337,2017-02-25 16:00:00,19.1,17.3,1.8,17.3,,0,0,,0,0,,,1,,17.3
1338,2017-02-25 17:00:00,14.7,3.9,10.9,3.9,,0,0,,0,0,,,1,,3.9
1339,2017-02-25 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,1,,0
1340,2017-02-25 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1341,2017-02-25 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1342,2017-02-25 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
1343,2017-02-25 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
1344,2017-02-25 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,,0
1345,2017-02-26 00:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,,0
1346,2017-02-26 01:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,,0
