Time Step,Time Stamp,Electric Load (kW),PV total (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW),PV total (kW)
3682,2017-06-03 09:00:00,14.6,45.7,0,14.6,,0,7.8,,0,23.3,,,1,,45.7
3683,2017-06-03 10:00:00,16.5,51.5,0,16.5,,0,1.1,,0,33.9,,,1,,51.5
3684,2017-06-03 11:00:00,23.4,54.3,0,23.4,,0,0,,0,30.9,,,1,,54.3
3685,2017-06-03 12:00:00,24.4,54.5,0,24.4,,0,0,,0,30.1,,,1,,54.5
3686,2017-06-03 13:00:00,25.3,52.3,0,25.3,,0,0,,0,27,,,1,,52.3
3687,2017-06-03 14:00:00,25.3,42.1,0,25.3,,0,0,,0,16.8,,,1,,42.1
3688,2017-06-03 15:00:00,24.6,33.9,0,24.6,,0,0,,0,9.3,,,1,,33.9
3689,2017-06-03 16:00:00,18.3,12.3,6,12.3,,0.1,0,,0,0,,,1,,12.3
3690,2017-06-03 17:00:00,11.4,8.4,0,8.4,,3.1,0,,0,0,,,0.9,,8.4
3691,2017-06-03 18:00:00,1.5,5,0,1.5,,0,3.5,,0,0,,,1,,5
3692,2017-06-03 19:00:00,4.7,0.3,4.4,0.3,,0,0,,0,0,,,1,,0.3
3693,2017-06-03 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
3694,2017-06-03 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
3695,2017-06-03 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
3696,2017-06-03 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
3697,2017-06-04 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3698,2017-06-04 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3699,2017-06-04 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3700,2017-06-04 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3701,2017-06-04 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,1,,0
3702,2017-06-04 05:00:00,5.1,2.4,2.7,2.4,,0,0,,0,0,,,1,,2.4
3703,2017-06-04 06:00:00,9,1.5,7.6,1.5,,0,0,,0,0,,,1,,1.5
3704,2017-06-04 07:00:00,16.6,4.8,11.8,4.8,,0,0,,0,0,,,1,,4.8
3705,2017-06-04 08:00:00,26.2,7.7,18.5,7.7,,0,0,,0,0,,,1,,7.7
3706,2017-06-04 09:00:00,27.8,11.6,13,11.6,,3.2,0,,0,0,,,0.9,,11.6
3707,2017-06-04 10:00:00,30.1,14.1,8.2,14.1,,7.8,0,,0,0,,,0.7,,14.1
3708,2017-06-04 11:00:00,31.4,26.9,0,26.9,,4.5,0,,0,0,,,0.6,,26.9
3709,2017-06-04 12:00:00,32.4,34.5,0,32.4,,0,2.1,,0,0,,,0.6,,34.5
3710,2017-06-04 13:00:00,33.5,40.8,0,33.5,,0,7.3,,0,0,,,0.8,,40.8
3711,2017-06-04 14:00:00,34,42.3,0,34,,0,7.8,,0,0.5,,,1,,42.3
3712,2017-06-04 15:00:00,33.6,26.7,6.9,26.7,,0,0,,0,0,,,1,,26.7
3713,2017-06-04 16:00:00,32.9,24.9,8.1,24.9,,0,0,,0,0,,,1,,24.9
3714,2017-06-04 17:00:00,24.7,14,10.7,14,,0,0,,0,0,,,1,,14
3715,2017-06-04 18:00:00,23.5,5.1,18.4,5.1,,0,0,,0,0,,,1,,5.1
3716,2017-06-04 19:00:00,23.1,0.1,23,0.1,,0,0,,0,0,,,1,,0.1
3717,2017-06-04 20:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,,0
3718,2017-06-04 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3719,2017-06-04 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3720,2017-06-04 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3721,2017-06-05 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3722,2017-06-05 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3723,2017-06-05 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3724,2017-06-05 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3725,2017-06-05 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,1,,0
3726,2017-06-05 05:00:00,5.1,2.4,0,2.4,,2.7,0,,0,0,,,0.9,,2.4
3727,2017-06-05 06:00:00,9,12,0,9,,0,3,,0,0,,,1,,12
3728,2017-06-05 07:00:00,16.6,8.3,8.3,8.3,,0,0,,0,0,,,1,,8.3
3729,2017-06-05 08:00:00,26.8,9,17.8,9,,0,0,,0,0,,,1,,9
3730,2017-06-05 09:00:00,28.6,14.6,14.1,14.6,,0,0,,0,0,,,1,,14.6
3731,2017-06-05 10:00:00,30.3,12.9,17.5,12.9,,0,0,,0,0,,,1,,12.9
3732,2017-06-05 11:00:00,31.5,12.6,18.9,12.6,,0,0,,0,0,,,1,,12.6
3733,2017-06-05 12:00:00,32.4,12.9,19.4,12.9,,0,0,,0,0,,,1,,12.9
3734,2017-06-05 13:00:00,33.2,22.8,10.3,22.8,,0,0,,0,0,,,1,,22.8
3735,2017-06-05 14:00:00,33.7,18.8,9.4,18.8,,5.5,0,,0,0,,,0.8,,18.8
3736,2017-06-05 15:00:00,33.7,24.5,1.4,24.5,,7.8,0,,0,0,,,0.6,,24.5
3737,2017-06-05 16:00:00,33.5,22.6,3.1,22.6,,7.8,0,,0,0,,,0.4,,22.6
3738,2017-06-05 17:00:00,25.2,14.5,2.9,14.5,,7.8,0,,0,0,,,0.2,,14.5
3739,2017-06-05 18:00:00,23.8,5.8,18.1,5.8,,0,0,,0,0,,,0.2,,5.8
3740,2017-06-05 19:00:00,23.2,0.6,22.6,0.6,,0,0,,0,0,,,0.2,,0.6
3741,2017-06-05 20:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.2,,0
3742,2017-06-05 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3743,2017-06-05 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3744,2017-06-05 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3745,2017-06-06 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3746,2017-06-06 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3747,2017-06-06 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3748,2017-06-06 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3749,2017-06-06 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,0.2,,0
3750,2017-06-06 05:00:00,5.1,1.1,4.1,1.1,,0,0,,0,0,,,0.2,,1.1
3751,2017-06-06 06:00:00,9,4.9,4.2,4.9,,0,0,,0,0,,,0.2,,4.9
3752,2017-06-06 07:00:00,16.6,21.4,0,16.6,,0,4.8,,0,0,,,0.3,,21.4
3753,2017-06-06 08:00:00,27.4,36.9,0,27.4,,0,7.8,,0,1.7,,,0.5,,36.9
3754,2017-06-06 09:00:00,29.1,37.6,0,29.1,,0,7.8,,0,0.7,,,0.7,,37.6
3755,2017-06-06 10:00:00,30.5,37,0,30.5,,0,6.5,,0,0,,,0.9,,37
3756,2017-06-06 11:00:00,31.4,46.7,0,30.2,,1.2,6.6,,0,9.9,,,1,,46.7
3757,2017-06-06 12:00:00,31.9,50.5,0,28.2,,3.7,4.1,,0,18.2,,,1,,50.5
3758,2017-06-06 13:00:00,32.3,37.6,0,28.6,,3.7,4.1,,0,4.9,,,1,,37.6
3759,2017-06-06 14:00:00,32.7,35.5,0,29,,3.7,4.1,,0,2.4,,,1,,35.5
3760,2017-06-06 15:00:00,32.5,35.7,0,28.9,,3.7,4.1,,0,2.7,,,1,,35.7
3761,2017-06-06 16:00:00,32.2,22.3,2.2,22.3,,7.8,0,,0,0,,,0.8,,22.3
3762,2017-06-06 17:00:00,23.6,10.9,4.9,10.9,,7.8,0,,0,0,,,0.6,,10.9
3763,2017-06-06 18:00:00,21.7,5.4,16.3,5.4,,0,0,,0,0,,,0.6,,5.4
3764,2017-06-06 19:00:00,20.6,0.3,14.8,0.3,,5.5,0,,0,0,,,0.4,,0.3
3765,2017-06-06 20:00:00,9.3,0,1.6,0,,7.8,0,,0,0,,,0.2,,0
3766,2017-06-06 21:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.4,,0
3767,2017-06-06 22:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.6,,0
3768,2017-06-06 23:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.8,,0
3769,2017-06-07 00:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,1,,0
3770,2017-06-07 01:00:00,5.4,0,5.4,0,,0,0,,1,0,,,1,,0
3771,2017-06-07 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3772,2017-06-07 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3773,2017-06-07 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,1,,0
3774,2017-06-07 05:00:00,5.1,1.1,4.1,1.1,,0,0,,0,0,,,1,,1.1
3775,2017-06-07 06:00:00,9,7.4,1.7,7.4,,0,0,,0,0,,,1,,7.4
3776,2017-06-07 07:00:00,16.6,12.3,4.3,12.3,,0,0,,0,0,,,1,,12.3
3777,2017-06-07 08:00:00,26.2,16.3,9.8,16.3,,0,0,,0,0,,,1,,16.3
3778,2017-06-07 09:00:00,26.2,16.3,9.9,16.3,,0,0,,0,0,,,1,,16.3
3779,2017-06-07 10:00:00,26.2,14.5,11.7,14.5,,0,0,,0,0,,,1,,14.5
3780,2017-06-07 11:00:00,26.5,16.6,9.9,16.6,,0,0,,0,0,,,1,,16.6
3781,2017-06-07 12:00:00,27.2,13.9,13.3,13.9,,0,0,,0,0,,,1,,13.9
3782,2017-06-07 13:00:00,28.3,12.7,15.6,12.7,,0,0,,0,0,,,1,,12.7
3783,2017-06-07 14:00:00,28.9,13.2,10.2,13.2,,5.5,0,,0,0,,,0.8,,13.2
3784,2017-06-07 15:00:00,28.7,13.8,7.1,13.8,,7.8,0,,0,0,,,0.6,,13.8
3785,2017-06-07 16:00:00,28.1,5.6,14.7,5.6,,7.8,0,,0,0,,,0.4,,5.6
3786,2017-06-07 17:00:00,20.2,8.7,3.7,8.7,,7.8,0,,0,0,,,0.2,,8.7
3787,2017-06-07 18:00:00,19.8,1.8,18,1.8,,0,0,,0,0,,,0.2,,1.8
3788,2017-06-07 19:00:00,20.1,0,20.1,0,,0,0,,0,0,,,0.2,,0
3789,2017-06-07 20:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.2,,0
3790,2017-06-07 21:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.4,,0
3791,2017-06-07 22:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.6,,0
3792,2017-06-07 23:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.8,,0
3793,2017-06-08 00:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,1,,0
3794,2017-06-08 01:00:00,5.4,0,5.4,0,,0,0,,1,0,,,1,,0
3795,2017-06-08 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3796,2017-06-08 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3797,2017-06-08 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,1,,0
3798,2017-06-08 05:00:00,5.1,0.2,5,0.2,,0,0,,0,0,,,1,,0.2
3799,2017-06-08 06:00:00,9,6,3.1,6,,0,0,,0,0,,,1,,6
3800,2017-06-08 07:00:00,16.6,3.8,12.8,3.8,,0,0,,0,0,,,1,,3.8
3801,2017-06-08 08:00:00,26.2,13.9,5.3,13.9,,7,0,,0,0,,,0.8,,13.9
3802,2017-06-08 09:00:00,26.7,36.3,0,26.7,,0,7.8,,0,1.8,,,1,,36.3
3803,2017-06-08 10:00:00,28.5,8.1,20.1,8.1,,0.2,0,,0,0,,,1,,8.1
3804,2017-06-08 11:00:00,29.5,24.6,0,24.6,,4.9,0,,0,0,,,0.9,,24.6
3805,2017-06-08 12:00:00,30,32.4,0,30,,0,2.4,,0,0,,,0.9,,32.4
3806,2017-06-08 13:00:00,30.3,32.9,0,30.3,,0,2.6,,0,0,,,1,,32.9
3807,2017-06-08 14:00:00,30.9,29.9,0,29.9,,1,0,,0,0,,,1,,29.9
3808,2017-06-08 15:00:00,31.3,32,0,31.3,,0,0.7,,0,0,,,1,,32
3809,2017-06-08 16:00:00,31.3,31.6,0,31.3,,0,0.3,,0,0,,,1,,31.6
3810,2017-06-08 17:00:00,23.3,18.5,0,18.5,,4.8,0,,0,0,,,0.8,,18.5
3811,2017-06-08 18:00:00,22.1,5.6,8.7,5.6,,7.8,0,,0,0,,,0.6,,5.6
3812,2017-06-08 19:00:00,21.6,0.4,13.4,0.4,,7.8,0,,0,0,,,0.4,,0.4
3813,2017-06-08 20:00:00,9.3,0,1.6,0,,7.8,0,,0,0,,,0.2,,0
3814,2017-06-08 21:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.4,,0
3815,2017-06-08 22:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.6,,0
3816,2017-06-08 23:00:00,5.4,0,5.4,0,,0,0,,7.8,0,,,0.8,,0
3817,2017-06-09 00:00:00,5.3,0,5.3,0,,0,0,,2.7,0,,,0.8,,0
3818,2017-06-09 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.8,,0
3819,2017-06-09 02:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.8,,0
3820,2017-06-09 03:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.8,,0
3821,2017-06-09 04:00:00,4.7,0,4.7,0,,0,0,,0,0,,,0.8,,0
3822,2017-06-09 05:00:00,5,1.9,3.1,1.9,,0,0,,0,0,,,0.8,,1.9
3823,2017-06-09 06:00:00,6.5,9.2,0,6.5,,0,2.7,,0,0,,,0.9,,9.2
3824,2017-06-09 07:00:00,11.6,12.2,0,11.6,,0,0.6,,0,0,,,0.9,,12.2
3825,2017-06-09 08:00:00,19.1,19.7,0,19.1,,0,0.6,,0,0,,,0.9,,19.7
3826,2017-06-09 09:00:00,26.5,25.7,0,25.7,,0.8,0,,0,0,,,0.9,,25.7
3827,2017-06-09 10:00:00,28.3,31.5,0,28.3,,0,3.2,,0,0,,,1,,31.5
3828,2017-06-09 11:00:00,29.9,27.4,2.5,27.4,,0,0,,0,0,,,1,,27.4
3829,2017-06-09 12:00:00,31.2,19.1,12.1,19.1,,0,0,,0,0,,,1,,19.1
3830,2017-06-09 13:00:00,32.3,8,24.4,8,,0,0,,0,0,,,1,,8
3831,2017-06-09 14:00:00,33.1,7.9,19.7,7.9,,5.5,0,,0,0,,,0.8,,7.9
3832,2017-06-09 15:00:00,33.6,11.3,14.4,11.3,,7.8,0,,0,0,,,0.6,,11.3
3833,2017-06-09 16:00:00,33.7,5.9,20,5.9,,7.8,0,,0,0,,,0.4,,5.9
3834,2017-06-09 17:00:00,22.4,6.6,7.9,6.6,,7.8,0,,0,0,,,0.2,,6.6
3835,2017-06-09 18:00:00,15.7,1.7,14,1.7,,0,0,,0,0,,,0.2,,1.7
3836,2017-06-09 19:00:00,17.7,0,17.7,0,,0,0,,0,0,,,0.2,,0
3837,2017-06-09 20:00:00,12.1,0,12.1,0,,0,0,,0,0,,,0.2,,0
3838,2017-06-09 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
3839,2017-06-09 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
3840,2017-06-09 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
3841,2017-06-10 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
3842,2017-06-10 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
3843,2017-06-10 02:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
3844,2017-06-10 03:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,,0
3845,2017-06-10 04:00:00,4.7,0,4.7,0,,0,0,,0,0,,,0.2,,0
3846,2017-06-10 05:00:00,1.5,1.7,0,1.5,,0,0.2,,0,0,,,0.2,,1.7
3847,2017-06-10 06:00:00,1.5,10.1,0,1.5,,0,7.8,,0,0.8,,,0.4,,10.1
3848,2017-06-10 07:00:00,6.5,20.8,0,6.5,,0,7.8,,0,6.5,,,0.6,,20.8
3849,2017-06-10 08:00:00,6.5,22.3,0,6.5,,0,7.8,,0,8,,,0.8,,22.3
3850,2017-06-10 09:00:00,14.8,25.1,0,14.8,,0,7.8,,0,2.5,,,1,,25.1
3851,2017-06-10 10:00:00,16.8,24.6,0,16.8,,0,0.8,,0,7,,,1,,24.6
3852,2017-06-10 11:00:00,23.8,43.2,0,23.8,,0,0,,0,19.4,,,1,,43.2
3853,2017-06-10 12:00:00,24.8,48.9,0,21.1,,3.7,4.1,,0,23.7,,,1,,48.9
3854,2017-06-10 13:00:00,25.8,47.3,0,22.1,,3.7,4.1,,0,21.1,,,1,,47.3
3855,2017-06-10 14:00:00,26.5,43.1,0,22.8,,3.7,4.1,,0,16.2,,,1,,43.1
3856,2017-06-10 15:00:00,26.9,36.3,0,23.3,,3.7,4.1,,0,8.9,,,1,,36.3
3857,2017-06-10 16:00:00,22.6,25,0,22.6,,0,0,,0,2.4,,,1,,25
3858,2017-06-10 17:00:00,16.1,18.4,0,16.1,,0,0,,0,2.3,,,1,,18.4
3859,2017-06-10 18:00:00,1.5,5.6,0,1.5,,0,0,,0,4.1,,,1,,5.6
3860,2017-06-10 19:00:00,4.7,0.5,4.2,0.5,,0,0,,0,0,,,1,,0.5
3861,2017-06-10 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
3862,2017-06-10 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
3863,2017-06-10 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
3864,2017-06-10 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,,0
3865,2017-06-11 00:00:00,5.4,0,4.9,0,,0.5,0,,0,0,,,1,,0
3866,2017-06-11 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.8,,0
3867,2017-06-11 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.7,,0
3868,2017-06-11 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,,0
3869,2017-06-11 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.4,,0
3870,2017-06-11 05:00:00,5.1,2.2,0,2.2,,2.9,0,,0,0,,,0.3,,2.2
3871,2017-06-11 06:00:00,9,9.1,0,9,,0,0.1,,0,0,,,0.3,,9.1
3872,2017-06-11 07:00:00,16.6,19.8,0,16.6,,0,3.2,,0,0,,,0.4,,19.8
3873,2017-06-11 08:00:00,28,32,0,28,,0,4,,0,0,,,0.5,,32
3874,2017-06-11 09:00:00,29.7,37.9,0,29.7,,0,7.8,,0,0.4,,,0.7,,37.9
3875,2017-06-11 10:00:00,31.2,28.1,0,28.1,,3,0,,0,0,,,0.6,,28.1
3876,2017-06-11 11:00:00,32.4,46.4,0,32.4,,0,7.8,,0,6.2,,,0.8,,46.4
3877,2017-06-11 12:00:00,33.6,42,0,33.6,,0,7.8,,0,0.6,,,1,,42
3878,2017-06-11 13:00:00,34.9,33.4,0.6,33.4,,0.8,0,,0,0,,,1,,33.4
3879,2017-06-11 14:00:00,35.2,36.1,0,35.2,,0,0.9,,0,0,,,1,,36.1
3880,2017-06-11 15:00:00,34.4,19.2,15.2,19.2,,0,0,,0,0,,,1,,19.2
3881,2017-06-11 16:00:00,33.1,10.4,22.7,10.4,,0,0,,0,0,,,1,,10.4
3882,2017-06-11 17:00:00,24.5,5.1,19.3,5.1,,0,0,,0,0,,,1,,5.1
3883,2017-06-11 18:00:00,23.2,2,21.2,2,,0,0,,0,0,,,1,,2
3884,2017-06-11 19:00:00,22.7,0,22.7,0,,0,0,,0,0,,,1,,0
3885,2017-06-11 20:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,,0
3886,2017-06-11 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3887,2017-06-11 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3888,2017-06-11 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3889,2017-06-12 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3890,2017-06-12 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3891,2017-06-12 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3892,2017-06-12 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,,0
3893,2017-06-12 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,1,,0
3894,2017-06-12 05:00:00,5.1,0.3,4.8,0.3,,0,0,,0,0,,,1,,0.3
3895,2017-06-12 06:00:00,9,0.2,8.8,0.2,,0,0,,0,0,,,1,,0.2
3896,2017-06-12 07:00:00,16.6,3.7,12.9,3.7,,0,0,,0,0,,,1,,3.7
3897,2017-06-12 08:00:00,26.3,5.1,21.2,5.1,,0,0,,0,0,,,1,,5.1
3898,2017-06-12 09:00:00,26.7,6.7,20,6.7,,0,0,,0,0,,,1,,6.7
3899,2017-06-12 10:00:00,27.4,10.6,16.8,10.6,,0,0,,0,0,,,1,,10.6
3900,2017-06-12 11:00:00,27.7,11.4,16.3,11.4,,0,0,,0,0,,,1,,11.4
3901,2017-06-12 12:00:00,27.8,11.3,16.5,11.3,,0,0,,0,0,,,1,,11.3
3902,2017-06-12 13:00:00,27.7,12.8,14.9,12.8,,0,0,,0,0,,,1,,12.8
3903,2017-06-12 14:00:00,27.8,16,6.3,16,,5.5,0,,0,0,,,0.8,,16
3904,2017-06-12 15:00:00,28,13.1,7.1,13.1,,7.8,0,,0,0,,,0.6,,13.1
3905,2017-06-12 16:00:00,28.2,5.7,14.7,5.7,,7.8,0,,0,0,,,0.4,,5.7
3906,2017-06-12 17:00:00,20.9,5.4,7.7,5.4,,7.8,0,,0,0,,,0.2,,5.4
3907,2017-06-12 18:00:00,20.1,4.2,15.9,4.2,,0,0,,0,0,,,0.2,,4.2
3908,2017-06-12 19:00:00,20.1,0.4,19.7,0.4,,0,0,,0,0,,,0.2,,0.4
3909,2017-06-12 20:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.2,,0
3910,2017-06-12 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3911,2017-06-12 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3912,2017-06-12 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3913,2017-06-13 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3914,2017-06-13 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3915,2017-06-13 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3916,2017-06-13 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3917,2017-06-13 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,0.2,,0
3918,2017-06-13 05:00:00,5.1,1.9,3.2,1.9,,0,0,,0,0,,,0.2,,1.9
3919,2017-06-13 06:00:00,9,7.2,1.8,7.2,,0,0,,0,0,,,0.2,,7.2
3920,2017-06-13 07:00:00,16.6,13.6,3,13.6,,0,0,,0,0,,,0.2,,13.6
3921,2017-06-13 08:00:00,26.2,30.1,0,26.2,,0,3.9,,0,0,,,0.3,,30.1
3922,2017-06-13 09:00:00,26.2,26.3,0,26.2,,0,0.1,,0,0,,,0.3,,26.3
3923,2017-06-13 10:00:00,27.4,27.2,0,27.2,,0.2,0,,0,0,,,0.3,,27.2
3924,2017-06-13 11:00:00,29.6,45.5,0,29.6,,0,7.8,,0,8.1,,,0.5,,45.5
3925,2017-06-13 12:00:00,31.3,54.8,0,31.3,,0,7.8,,0,15.7,,,0.7,,54.8
3926,2017-06-13 13:00:00,32.7,52.1,0,32.7,,0,7.8,,0,11.6,,,0.9,,52.1
3927,2017-06-13 14:00:00,33.9,47.6,0,32.6,,1.3,6.5,,0,8.5,,,1,,47.6
3928,2017-06-13 15:00:00,34.7,40.5,0,31,,3.7,4.1,,0,5.4,,,1,,40.5
3929,2017-06-13 16:00:00,35.4,30.4,0,30.4,,4.9,0,,0,0,,,0.9,,30.4
3930,2017-06-13 17:00:00,27.3,18.2,1.3,18.2,,7.8,0,,0,0,,,0.6,,18.2
3931,2017-06-13 18:00:00,25.5,6.2,18.7,6.2,,0.6,0,,0,0,,,0.6,,6.2
3932,2017-06-13 19:00:00,24.6,0.4,16.3,0.4,,7.8,0,,0,0,,,0.4,,0.4
3933,2017-06-13 20:00:00,9.3,0,1.6,0,,7.8,0,,0,0,,,0.2,,0
3934,2017-06-13 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3935,2017-06-13 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3936,2017-06-13 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3937,2017-06-14 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3938,2017-06-14 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3939,2017-06-14 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3940,2017-06-14 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,,0
3941,2017-06-14 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,0.2,,0
3942,2017-06-14 05:00:00,5.1,2,3.2,2,,0,0,,0,0,,,0.2,,2
3943,2017-06-14 06:00:00,9,12.1,0,9,,0,3.1,,0,0,,,0.3,,12.1
3944,2017-06-14 07:00:00,16.6,25.3,0,16.6,,0,7.8,,0,0.9,,,0.5,,25.3
3945,2017-06-14 08:00:00,28.1,36.7,0,28.1,,0,7.8,,0,0.8,,,0.7,,36.7
3946,2017-06-14 09:00:00,29.8,44.9,0,29.8,,0,7.8,,0,7.3,,,0.9,,44.9
3947,2017-06-14 10:00:00,31.5,50.5,0,30.5,,1,6.8,,0,13.2,,,1,,50.5
3948,2017-06-14 11:00:00,32.8,53.3,0,29.1,,3.7,4.1,,0,20.1,,,1,,53.3
3949,2017-06-14 12:00:00,33.7,53.8,0,30,,3.7,4.1,,0,19.7,,,1,,53.8
3950,2017-06-14 13:00:00,34.5,51.5,0,30.8,,3.7,4.1,,0,16.6,,,1,,51.5
3951,2017-06-14 14:00:00,34.4,47.1,0,30.7,,3.7,4.1,,0,12.3,,,1,,47.1
3952,2017-06-14 15:00:00,33.4,40.1,0,33.4,,0,0,,0,6.7,,,1,,40.1
3953,2017-06-14 16:00:00,32.2,30.3,0,30.3,,2,0,,0,0,,,0.9,,30.3
3954,2017-06-14 17:00:00,23.8,18.3,0,18.3,,5.6,0,,0,0,,,0.8,,18.3
3955,2017-06-14 18:00:00,22.6,6.1,10.7,6.1,,5.8,0,,0,0,,,0.6,,6.1
3956,2017-06-14 19:00:00,22.2,0.3,14.1,0.3,,7.8,0,,0,0,,,0.4,,0.3
3957,2017-06-14 20:00:00,9.3,0,1.6,0,,7.8,0,,0,0,,,0.2,,0
